RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,LAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,EYLDH,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
64,64,1,1,1,MZ,MZCER048,UFGA0002,May_2_400N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018136,2018144,2018195,2018245,2018245,2018,-99,28016,14738,14738,0,19708,0.331537426,4445,555.664307,0.526045382,5.58000135,-99.0000000,-99,-99,-99,-99,-99,2,60,758,679,396,283,69,52,328,2,400,0,362,0,49,115,336,251,0.732095480,-99,-99,-99,-99,-99,-99,-99,-99,0,32048,32047,0,0,246740,246692,0.00000000,6.22534657,52.9409790,54.9070282,70.6964264,465.128326,27.8495846,28.8838234,37.1898308,244.680588,70.0409164,77.3932800,36.8450012,40.7127075,109,28.8963280,17.6715603,21.9266071,14.4651566,408.464020,529.200012,510.251007,116.551048,396.291138,1,
65,65,1,1,1,MZ,MZCER048,UFGA0002,May_3_50N_Rainfed        ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018147,2018152,2018207,2018260,2018260,2018,-99,19877,10220,10220,0,12834,0.342580974,2983,372.889160,0.514148235,4.78455400,-99.0000000,-99,-99,-99,-99,-99,2,58,839,737,376,361,86,104,278,2,50,0,187,1,16,156,156,112,0.131382212,-99,-99,-99,-99,-99,-99,-99,-99,0,32009,32008,0,0,246680,246634,0.00000000,8.52881527,33.8615227,38.2574081,52.8361664,343.582123,17.4105606,19.6707878,27.1667423,176.659424,397.534332,106.292603,204.399994,54.6524048,113,28.6097298,17.6920376,21.1743336,14.2040300,408.550751,587.000061,519.552124,146.215576,376.195282,1,
66,66,1,1,1,MZ,MZCER048,UFGA0002,May_3_100N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018147,2018152,2018207,2018260,2018260,2018,-99,23169,11888,11888,0,15469,0.311015576,3822,477.787140,0.513090551,5.34381676,-99.0000000,-99,-99,-99,-99,-99,2,62,839,737,396,342,86,111,275,2,100,0,227,1,16,153,194,145,0.179041922,-99,-99,-99,-99,-99,-99,-99,-99,0,32013,32011,0,0,246666,246620,0.00000000,8.33925629,39.4706612,44.6105423,58.5659447,372.539459,20.2521267,22.8893642,30.0497856,191.147446,231.692810,102.067322,118.879997,52.3700447,113,28.6097298,17.6920376,21.1743336,14.2040300,408.550751,587.000061,519.367859,127.289658,395.610138,1,
67,67,1,1,1,MZ,MZCER048,UFGA0002,May_3_150N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018147,2018152,2018207,2018260,2018260,2018,-99,25831,12804,12804,0,17579,0.307577103,4163,520.348938,0.495666772,5.54282713,-99.0000000,-99,-99,-99,-99,-99,2,61,839,736,402,334,86,110,276,2,150,0,270,1,16,151,235,183,0.234303832,-99,-99,-99,-99,-99,-99,-99,-99,0,32016,32014,0,0,246647,246601,0.00000000,8.51340771,44.0058823,49.8360939,64.2086868,425.306946,21.8126049,24.7024937,31.8266258,210.813904,172.209702,95.6720581,85.3600006,47.4222221,113,28.6097298,17.6920376,21.1743336,14.2040300,408.550751,587.000061,518.328247,119.847397,402.304657,1,
68,68,1,1,1,MZ,MZCER048,UFGA0002,May_3_200N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018147,2018152,2018207,2018260,2018260,2018,-99,26953,13371,13371,0,18621,0.314200610,4256,531.938171,0.496083349,5.59880590,-99.0000000,-99,-99,-99,-99,-99,2,63,839,736,403,333,86,113,275,2,200,0,304,1,17,145,273,215,0.292299658,-99,-99,-99,-99,-99,-99,-99,-99,0,32019,32017,0,0,246588,246542,0.00000000,8.14500713,45.9161415,52.0076790,66.9101562,428.648346,22.7785320,25.8004837,33.1934509,212.648102,134.763885,88.6604538,66.8550034,43.9835510,113,28.6097298,17.6920376,21.1743336,14.2040300,408.550751,587.000061,518.246094,119.261688,402.820435,1,
69,69,1,1,1,MZ,MZCER048,UFGA0002,May_3_250N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018147,2018152,2018207,2018260,2018260,2018,-99,27165,13583,13583,0,18833,0.319184572,4256,531.938171,0.500017703,5.59880590,-99.0000000,-99,-99,-99,-99,-99,2,64,839,736,403,333,86,114,275,2,250,0,329,2,23,138,300,230,0.350339323,-99,-99,-99,-99,-99,-99,-99,-99,0,32026,32024,0,0,246570,246525,0.00000000,7.92876720,46.2774582,52.4166756,67.4360657,427.533813,23.1396904,26.2094269,33.7194366,213.775787,108.659485,82.5680008,54.3320007,41.2857132,113,28.6097298,17.6920376,21.1743336,14.2040300,408.550751,587.000061,518.248657,119.262703,402.824066,1,
70,70,1,1,1,MZ,MZCER048,UFGA0002,May_3_300N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018147,2018152,2018207,2018260,2018260,2018,-99,27286,13670,13670,0,18920,0.321239471,4256,531.938171,0.500997245,5.59880590,-99.0000000,-99,-99,-99,-99,-99,2,62,839,736,403,333,86,113,275,2,300,0,347,2,38,132,318,233,0.407841772,-99,-99,-99,-99,-99,-99,-99,-99,0,32031,32029,0,0,246568,246522,0.00000000,7.98496342,46.4843254,52.6506233,67.7370071,438.113312,23.2879028,26.3771191,33.9351578,219.487747,90.9543381,78.6348724,45.5666656,39.3948135,113,28.6097298,17.6920376,21.1743336,14.2040300,408.550751,587.000061,518.252197,119.263542,402.827087,1,
71,71,1,1,1,MZ,MZCER048,UFGA0002,May_3_350N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018147,2018152,2018207,2018260,2018260,2018,-99,27286,13670,13670,0,18920,0.321239471,4256,531.938171,0.500997245,5.59880590,-99.0000000,-99,-99,-99,-99,-99,2,61,839,736,403,333,86,112,275,2,350,0,347,2,64,129,318,233,0.459645778,-99,-99,-99,-99,-99,-99,-99,-99,0,32035,32033,0,0,246566,246520,0.00000000,7.96811724,46.4843254,52.6503944,67.7367020,445.377686,23.2879028,26.3770046,33.9350052,223.127090,77.9608612,78.6348724,39.0571442,39.3948135,113,28.6097298,17.6920376,21.1743336,14.2040300,408.550751,587.000061,518.254456,119.264229,402.828888,1,
72,72,1,1,1,MZ,MZCER048,UFGA0002,May_3_400N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018147,2018152,2018207,2018260,2018260,2018,-99,27286,13670,13670,0,18920,0.321239471,4256,531.938171,0.500997245,5.59880590,-99.0000000,-99,-99,-99,-99,-99,2,60,839,736,403,333,86,111,275,2,400,0,347,2,96,125,318,233,0.518094897,-99,-99,-99,-99,-99,-99,-99,-99,0,32039,32037,0,0,246564,246518,0.00000000,8.12331486,46.4843254,52.6502457,67.7365036,451.433075,23.2879028,26.3769302,33.9349022,226.160751,68.2157516,78.6348724,34.1749992,39.3948135,113,28.6097298,17.6920376,21.1743336,14.2040300,408.550751,587.000061,518.255920,119.264618,402.830078,1,
73,73,1,1,1,MZ,MZCER048,UFGA0002,Jun_1_50N_Rainfed        ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018156,2018162,2018216,2018271,2018271,2018,-99,20096,10337,10337,0,13191,0.303218752,3409,426.152588,0.514410973,4.76221991,-99.0000000,-99,-99,-99,-99,-99,2,62,912,775,363,412,91,108,308,2,50,0,192,1,17,164,161,118,0.270637661,-99,-99,-99,-99,-99,-99,-99,-99,0,32002,32000,0,0,246562,246517,0.00000000,9.51741695,30.9115467,37.4106064,55.3145599,326.162262,15.9006281,19.2436886,28.4533234,167.775009,401.911987,104.664581,206.740005,53.8385429,115,27.9730377,17.1634789,20.2095642,13.9392614,408.636536,650.100098,537.163147,174.218292,363.296753,1,
74,74,1,1,1,MZ,MZCER048,UFGA0002,Jun_1_100N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018156,2018162,2018216,2018271,2018271,2018,-99,23660,11940,11940,0,15899,0.297131091,4019,502.316833,0.504652143,5.35736942,-99.0000000,-99,-99,-99,-99,-99,2,60,912,773,381,392,91,108,308,2,100,0,235,1,17,161,203,155,0.425461173,-99,-99,-99,-99,-99,-99,-99,-99,0,32005,32004,0,0,246545,246501,0.00000000,9.05636120,36.3951492,44.2196198,62.0262718,395.717743,18.3664017,22.3149338,31.3008595,199.694504,236.604904,100.682938,119.400002,50.8085098,115,27.9730377,17.1634789,20.2095642,13.9392614,408.636536,650.100098,535.067688,154.045456,381.459167,1,
75,75,1,1,1,MZ,MZCER048,UFGA0002,Jun_1_150N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018156,2018162,2018216,2018271,2018271,2018,-99,25703,12808,12808,0,17393,0.303651541,4218,527.231201,0.498292089,5.53057480,-99.0000000,-99,-99,-99,-99,-99,2,60,912,773,385,388,91,109,308,2,150,0,273,1,17,158,241,188,0.594548821,-99,-99,-99,-99,-99,-99,-99,-99,0,32008,32006,0,0,246514,246470,0.00000000,8.89644337,39.5368805,48.0856476,66.7890854,426.553101,19.7015820,23.9615097,33.2815971,212.555237,171.352859,94.1499252,85.3866653,46.9157524,115,27.9730377,17.1634789,20.2095642,13.9392614,408.636536,650.100098,534.523926,150.143616,384.837280,1,
76,76,1,1,1,MZ,MZCER048,UFGA0002,Jun_1_200N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018156,2018162,2018216,2018271,2018271,2018,-99,26675,13529,13529,0,18340,0.318670958,4245,530.674683,0.507175267,5.56861210,-99.0000000,-99,-99,-99,-99,-99,2,61,912,773,385,387,90,110,308,2,200,0,301,2,19,152,272,215,0.775526643,-99,-99,-99,-99,-99,-99,-99,-99,0,32011,32010,0,0,246454,246409,0.00000000,8.70261860,41.0319862,49.9109879,69.2252960,440.276245,20.8106422,25.3139019,35.1097527,223.299713,133.374496,88.6209259,67.6449966,44.9468422,115,27.9730377,17.1634789,20.2095642,13.9392614,408.636536,650.100098,534.449402,149.573395,385.334534,1,
77,77,1,1,1,MZ,MZCER048,UFGA0002,Jun_1_250N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018156,2018162,2018216,2018271,2018271,2018,-99,26891,13745,13745,0,18556,0.323760837,4245,530.674683,0.511135399,5.56861210,-99.0000000,-99,-99,-99,-99,-99,2,60,912,773,385,387,90,110,308,2,250,0,325,2,25,145,296,230,0.956328630,-99,-99,-99,-99,-99,-99,-99,-99,0,32018,32016,0,0,246459,246414,0.00000000,8.53673077,41.3643761,50.3148575,69.7856598,447.975677,21.1428986,25.7178268,35.6700935,228.977325,107.563934,82.7414932,54.9799995,42.2923088,115,27.9730377,17.1634789,20.2095642,13.9392614,408.636536,650.100098,534.454163,149.575897,385.336823,1,
78,78,1,1,1,MZ,MZCER048,UFGA0002,Jun_1_300N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018156,2018162,2018216,2018271,2018271,2018,-99,27035,13855,13855,0,18666,0.326347440,4245,530.674683,0.512470067,5.56861210,-99.0000000,-99,-99,-99,-99,-99,2,60,912,773,385,387,90,109,308,2,300,0,345,2,35,140,318,236,1.13801503,-99,-99,-99,-99,-99,-99,-99,-99,0,32023,32021,0,0,246448,246404,0.00000000,8.69681263,41.5862579,50.5842781,70.1596909,453.380920,21.3121033,25.9234028,35.9553986,232.348404,90.1174316,78.3629837,46.1833344,40.1594200,115,27.9730377,17.1634789,20.2095642,13.9392614,408.636536,650.100098,534.459167,149.579315,385.338501,1,
79,79,1,1,1,MZ,MZCER048,UFGA0002,Jun_1_350N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018156,2018162,2018216,2018271,2018271,2018,-99,27035,13855,13855,0,18666,0.326347440,4245,530.674683,0.512470067,5.56861210,-99.0000000,-99,-99,-99,-99,-99,2,59,912,773,385,387,90,109,308,2,350,0,348,2,58,137,320,236,1.31750798,-99,-99,-99,-99,-99,-99,-99,-99,0,32026,32025,0,0,246446,246402,0.00000000,8.74085808,41.5862579,50.5838661,70.1594925,456.353760,21.3121033,25.9231930,35.9552994,233.871918,77.2435150,77.6874466,39.5857124,39.8132172,115,27.9730377,17.1634789,20.2095642,13.9392614,408.636536,650.100098,534.463501,149.582413,385.339600,1,
80,80,1,1,1,MZ,MZCER048,UFGA0002,Jun_1_400N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018156,2018162,2018216,2018271,2018271,2018,-99,27035,13855,13855,0,18666,0.326347440,4245,530.674683,0.512470067,5.56861210,-99.0000000,-99,-99,-99,-99,-99,2,59,912,773,385,387,91,108,308,2,400,0,348,2,84,133,320,236,1.50041127,-99,-99,-99,-99,-99,-99,-99,-99,0,32030,32028,0,0,246445,246401,0.00000000,8.89869118,41.5862579,50.5835152,70.1593170,459.103760,21.3121033,25.9230118,35.9552078,235.281235,67.5880737,77.6874466,34.6375008,39.8132172,115,27.9730377,17.1634789,20.2095642,13.9392614,408.636536,650.100098,534.467224,149.585037,385.340576,1,
81,81,1,1,1,MZ,MZCER048,UFGA0002,Jun_2_50N_Rainfed        ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018165,2018170,2018225,2018303,2018303,2018,-99,20351,10373,10373,0,13103,0.339002669,3060,382.490997,0.509711325,4.85834122,-99.0000000,-99,-99,-99,-99,-99,2,60,1044,814,345,469,100,202,296,2,50,0,206,3,13,175,174,122,0.252991736,-99,-99,-99,-99,-99,-99,-99,-99,0,31994,31992,0,0,246492,246449,0.00000000,10.6657991,27.4459896,38.1841660,58.9468422,336.699677,13.9892111,19.4624557,30.0451851,171.615707,407.024017,98.7922363,207.460007,50.3543701,138,24.7557964,14.0246382,17.7014523,13.1718750,408.810333,741.500000,532.974854,187.728058,345.246674,1,
82,82,1,1,1,MZ,MZCER048,UFGA0002,Jun_2_100N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018165,2018170,2018225,2018303,2018303,2018,-99,23307,11507,11507,0,15377,0.337381452,3411,426.328918,0.493707180,5.45005846,-99.0000000,-99,-99,-99,-99,-99,2,60,1044,812,358,454,100,203,296,2,100,0,250,3,13,172,215,158,0.339078426,-99,-99,-99,-99,-99,-99,-99,-99,0,31998,31996,0,0,246481,246438,0.00000000,10.4211721,31.4322433,43.9040985,65.0576019,390.158203,15.5185432,21.6760769,32.1198616,192.626633,233.070084,93.2280350,115.070000,46.0279999,138,24.7557964,14.0246382,17.7014523,13.1718750,408.810333,741.500000,530.861755,172.609894,358.251862,1,
83,83,1,1,1,MZ,MZCER048,UFGA0002,Jun_2_150N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018165,2018170,2018225,2018304,2018304,2018,-99,25233,12371,12371,0,16684,0.349534899,3539,442.406342,0.490265787,5.57842922,-99.0000000,-99,-99,-99,-99,-99,2,59,1044,813,361,451,100,203,295,2,150,0,289,4,14,168,257,192,0.445326000,-99,-99,-99,-99,-99,-99,-99,-99,0,31999,31997,0,0,246414,246371,0.00000000,10.2698355,33.9382401,47.5041199,69.8342896,428.180603,16.6388702,23.2898026,34.2375946,209.923721,168.220551,87.3116989,82.4733353,42.8062286,139,24.6784153,13.9654684,17.6036015,13.1503763,408.814484,743.500000,531.176697,169.848618,361.327972,1,
84,84,1,1,1,MZ,MZCER048,UFGA0002,Jun_2_200N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018165,2018170,2018225,2018304,2018304,2018,-99,25655,12707,12707,0,17053,0.358323634,3546,443.279205,0.495300502,5.59457016,-99.0000000,-99,-99,-99,-99,-99,2,60,1044,813,362,451,100,206,294,2,200,0,323,5,16,162,293,212,0.548140168,-99,-99,-99,-99,-99,-99,-99,-99,0,32004,32003,0,0,246400,246357,0.00000000,10.1407480,34.5058746,48.3079567,70.8465424,425.276917,17.0907860,23.9269676,35.0903435,210.639984,128.275589,79.4276123,63.5349998,39.3405571,139,24.6784153,13.9654684,17.6036015,13.1503763,408.814484,743.500000,531.074402,168.951889,362.122406,1,
85,85,1,1,1,MZ,MZCER048,UFGA0002,Jun_2_250N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018165,2018170,2018225,2018304,2018304,2018,-99,25700,12752,12752,0,17098,0.359586030,3546,443.279205,0.496179760,5.59457016,-99.0000000,-99,-99,-99,-99,-99,2,60,1044,813,362,450,100,205,294,2,250,0,333,6,39,155,304,217,0.651556313,-99,-99,-99,-99,-99,-99,-99,-99,0,32009,32007,0,0,246309,246266,0.00000000,10.3404493,34.5660782,48.3938026,70.9122620,430.694885,17.1513119,24.0124779,35.1858940,213.706116,102.799515,77.1768112,51.0079994,38.2942924,139,24.6784153,13.9654684,17.6036015,13.1503763,408.814484,743.500000,531.057251,168.639175,362.417969,1,
86,86,1,1,1,MZ,MZCER048,UFGA0002,Jun_2_300N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018165,2018170,2018225,2018304,2018304,2018,-99,25700,12752,12752,0,17098,0.359586030,3546,443.279205,0.496179760,5.59457016,-99.0000000,-99,-99,-99,-99,-99,2,59,1044,813,362,450,100,204,294,2,300,0,333,8,72,149,304,217,0.757874727,-99,-99,-99,-99,-99,-99,-99,-99,0,32014,32013,0,0,246308,246265,0.00000000,10.3063126,34.5660782,48.3934097,70.9119797,434.566010,17.1513119,24.0122833,35.1857529,215.626923,85.6662598,77.1768112,42.5066681,38.2942924,139,24.6784153,13.9654684,17.6036015,13.1503763,408.814484,743.500000,531.061523,168.642136,362.419434,1,
87,87,1,1,1,MZ,MZCER048,UFGA0002,Jun_2_350N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018165,2018170,2018225,2018304,2018304,2018,-99,25700,12752,12752,0,17098,0.359586030,3546,443.279205,0.496179760,5.59457016,-99.0000000,-99,-99,-99,-99,-99,2,59,1044,813,362,450,100,204,294,2,350,0,333,9,105,145,304,217,0.868185103,-99,-99,-99,-99,-99,-99,-99,-99,0,32019,32017,0,0,246306,246263,0.00000000,10.2977486,34.5660782,48.3925285,70.9117966,438.063049,17.1513119,24.0118446,35.1856613,217.362122,73.4282227,77.1768112,36.4342842,38.2942924,139,24.6784153,13.9654684,17.6036015,13.1503763,408.814484,743.500000,531.071228,168.650864,362.420349,1,
88,88,1,1,1,MZ,MZCER048,UFGA0002,Jun_2_400N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018165,2018170,2018225,2018304,2018304,2018,-99,25700,12752,12752,0,17098,0.359586030,3546,443.279205,0.496179760,5.59457016,-99.0000000,-99,-99,-99,-99,-99,2,58,1044,813,362,450,100,203,294,2,400,0,333,10,139,142,304,217,0.981894612,-99,-99,-99,-99,-99,-99,-99,-99,0,32022,32021,0,0,246305,246262,0.00000000,10.2903519,34.5660782,48.3919106,70.9116669,441.337311,17.1513119,24.0115395,35.1855965,218.986755,64.2496948,77.1768112,31.8799992,38.2942924,139,24.6784153,13.9654684,17.6036015,13.1503763,408.814484,743.500000,531.078003,168.656876,362.421021,1,
89,89,1,1,1,MZ,MZCER048,UFGA0002,Jun_3_50N_Rainfed        ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018174,2018180,2018238,2018303,2018303,2018,-99,16946,6678,6678,0,8635,0.277585745,2406,300.702026,0.394052029,5.15560007,-99.0000000,-99,-99,-99,-99,-99,2,59,1044,793,309,484,99,223,296,2,50,0,203,4,13,173,168,88,0.219749823,-99,-99,-99,-99,-99,-99,-99,-99,0,31996,31994,0,0,246513,246470,0.00000000,9.81873322,25.5906143,36.4157257,54.8649368,289.592957,10.0845661,14.3504496,21.6207809,114.120712,338.922119,83.4783554,133.559998,32.8965530,129,24.4527149,13.6178312,17.6108551,13.0405846,408.842133,662.200012,465.351288,156.481796,308.869507,1,
90,90,1,1,1,MZ,MZCER048,UFGA0002,Jun_3_100N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018174,2018180,2018238,2018304,2018304,2018,-99,19038,7670,7670,0,10508,0.286586314,2676,334.557648,0.402899384,5.57150888,-99.0000000,-99,-99,-99,-99,-99,2,59,1044,793,317,476,99,224,295,2,100,0,246,4,14,170,207,118,0.262624532,-99,-99,-99,-99,-99,-99,-99,-99,0,32000,31998,0,0,246506,246463,0.00000000,9.81085491,28.6629505,40.9506721,60.0800896,324.441528,11.5477266,16.4982033,24.2050610,130.710968,190.379318,77.3899689,76.6999969,31.1788616,130,24.3723087,13.5576944,17.5069256,13.0186071,408.846375,664.200012,464.899109,148.023254,316.875885,1,
91,91,1,1,1,MZ,MZCER048,UFGA0002,Jun_3_150N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018174,2018180,2018238,2018304,2018304,2018,-99,20006,7869,7869,0,11079,0.282086611,2790,348.694733,0.393323243,5.62111759,-99.0000000,-99,-99,-99,-99,-99,2,59,1044,793,318,475,99,225,294,2,150,0,279,4,18,165,246,134,0.309200525,-99,-99,-99,-99,-99,-99,-99,-99,0,31999,31998,0,0,246357,246313,0.00000000,9.75338173,30.1209984,43.0416641,63.0002518,340.669403,11.8473349,16.9293518,24.7795601,133.993729,133.375778,71.7074127,52.4599991,28.2043018,130,24.3723087,13.5576944,17.5069256,13.0186071,408.846375,664.200012,464.813995,147.253815,317.560120,1,
92,92,1,1,1,MZ,MZCER048,UFGA0002,Jun_3_200N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018174,2018180,2018238,2018304,2018304,2018,-99,20172,7895,7895,0,11244,0.282086670,2799,349.850983,0.391382635,5.62444067,-99.0000000,-99,-99,-99,-99,-99,2,59,1044,793,318,475,99,225,294,2,200,0,277,6,53,160,245,134,0.365392596,-99,-99,-99,-99,-99,-99,-99,-99,0,32002,32001,0,0,246281,246238,0.00000000,9.58477020,30.3707294,43.3975067,63.5155869,343.929596,11.8864794,16.9848938,24.8586960,134.606995,100.861191,72.8239670,39.4749985,28.5018044,130,24.3723087,13.5576944,17.5069256,13.0186071,408.846375,664.200012,464.824829,147.229630,317.595093,1,
93,93,1,1,1,MZ,MZCER048,UFGA0002,Jun_3_250N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018174,2018180,2018238,2018304,2018304,2018,-99,20172,7895,7895,0,11244,0.282086670,2799,349.850983,0.391381055,5.62444067,-99.0000000,-99,-99,-99,-99,-99,2,59,1044,793,318,475,99,225,294,2,250,0,277,8,84,155,245,134,0.418703973,-99,-99,-99,-99,-99,-99,-99,-99,0,32008,32006,0,0,246280,246237,0.00000000,9.53468800,30.3708515,43.3961258,63.5155067,344.749817,11.8864794,16.9842834,24.8585644,134.927460,80.6892776,72.8242645,31.5799999,28.5018044,130,24.3723087,13.5576944,17.5069256,13.0186071,408.846375,664.200012,464.841522,147.244659,317.596771,1,
94,94,1,1,1,MZ,MZCER048,UFGA0002,Jun_3_300N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018174,2018180,2018238,2018304,2018304,2018,-99,20172,7895,7895,0,11244,0.282086670,2799,349.850983,0.391380280,5.62444115,-99.0000000,-99,-99,-99,-99,-99,2,58,1044,793,318,475,99,224,295,2,300,0,277,9,116,150,245,134,0.481130779,-99,-99,-99,-99,-99,-99,-99,-99,0,32012,32011,0,0,246279,246236,0.00000000,9.58785820,30.3709106,43.3950729,63.5154228,345.738098,11.8864794,16.9838390,24.8584843,135.313980,67.2411957,72.8244019,26.3166676,28.5018044,130,24.3723087,13.5576944,17.5069256,13.0186071,408.846375,664.200012,464.853699,147.255814,317.597809,1,
95,95,1,1,1,MZ,MZCER048,UFGA0002,Jun_3_350N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018174,2018180,2018238,2018304,2018304,2018,-99,20172,7895,7895,0,11244,0.282086670,2799,349.850983,0.391379625,5.62444067,-99.0000000,-99,-99,-99,-99,-99,2,61,1044,793,318,475,100,226,295,2,350,0,277,11,147,146,245,134,0.547882915,-99,-99,-99,-99,-99,-99,-99,-99,0,32016,32014,0,0,246281,246238,0.00000000,9.66893959,30.3709641,43.3946609,63.5160522,332.938049,11.8864794,16.9836483,24.8586864,130.304108,57.6354141,72.8245316,22.5571423,28.5018044,130,24.3723087,13.5576944,17.5069256,13.0186071,408.846375,664.200012,464.858887,147.263535,317.595215,1,
96,96,1,1,1,MZ,MZCER048,UFGA0002,Jun_3_400N_Rainfed       ,Generic ,WSTATION,2018,US02489372,         41.987,         -92.26,   280.82,2018000,2018174,2018180,2018238,2018304,2018304,2018,-99,20173,7895,7895,0,11245,0.282086670,2799,349.850983,0.391360551,5.62444115,-99.0000000,-99,-99,-99,-99,-99,2,60,1044,793,318,475,100,225,295,2,400,0,277,12,180,143,245,134,0.743116498,-99,-99,-99,-99,-99,-99,-99,-99,0,32019,32018,0,0,246280,246237,0.00000000,9.66392899,30.3724422,43.3962898,63.5190315,333.992279,11.8864794,16.9834576,24.8586407,130.710342,50.4334412,72.8280792,19.7374992,28.5018044,130,24.3723087,13.5576944,17.5069256,13.0186071,408.846375,664.200012,464.864105,147.268250,317.595795,1,
